dataset;algorithm;update;query;radius;ratio;memory;dimensions;type;delta;wsize;beta;k
blobs;PELLCAPPDELTA20;37176.77;3742934.78;15.26491168;0.945065805;2568.09;4;Rand;2.0;10000;2.0;21
blobs;PELLCAPPDELTA20;33912.18;4872863.955;15.79030043;0.993552599;2876.78;5;Rand;2.0;10000;2.0;21
blobs;PELLCAPPDELTA20;46094.955;6897811.03;17.81694803;1.007778382;3314.895;6;Rand;2.0;10000;2.0;21
blobs;PELLCAPPDELTA20;50906.38;12523173.19;17.67018332;1.011019459;4414.54;7;Rand;2.0;10000;2.0;21
blobs;PELLCAPPDELTA20;42596.2;17433799.11;17.13500236;0.934787871;5258.655;8;Rand;2.0;10000;2.0;21
blobs;PELLCAPPDELTA20;56355.75;28924065.26;17.55541783;0.976721754;6644.33;9;Rand;2.0;10000;2.0;21
blobs;PELLCAPPDELTA20;56913.67;44288799.06;18.29525064;1.011013014;8181.165;10;Rand;2.0;10000;2.0;21
blobs;CAPPDELTA05;94992.07;26412576.13;12.902971;0.995035647;8226.45;2;Rand;0.5;10000;2.0;21
blobs;CAPPDELTA05;80505.67;74689154.66;14.54300598;0.996907122;13011.945;3;Rand;0.5;10000;2.0;21
blobs;CAPPDELTA05;153781.59;111095432.7;16.02213795;0.991538394;16352.275;4;Rand;0.5;10000;2.0;21
blobs;CAPPDELTA05;191312.735;136777799.0;15.99588625;1.006473456;19664.0;5;Rand;0.5;10000;2.0;21
blobs;CAPPDELTA05;256495.865;164389877.8;17.5202813;0.990740316;24047.79;6;Rand;0.5;10000;2.0;21
blobs;CAPPDELTA05;253051.54;189118340.9;17.30679963;0.990132281;27593.29;7;Rand;0.5;10000;2.0;21
blobs;CAPPDELTA05;414451.39;211962026.4;18.48822532;1.008624928;30423.295;8;Rand;0.5;10000;2.0;21
blobs;CAPPDELTA05;360283.23;223147966.5;17.98962597;1.000471733;31686.94;9;Rand;0.5;10000;2.0;21
blobs;CAPPDELTA05;437613.45;230427068.9;18.02831925;0.99617349;32438.515;10;Rand;0.5;10000;2.0;21
blobs;CAPPDELTA10;88298.985;7896233.08;12.8921556;0.994109998;4472.96;2;Rand;1.0;10000;2.0;21
blobs;CAPPDELTA10;44112.32;17663991.01;14.46625494;0.991637746;5918.895;3;Rand;1.0;10000;2.0;21
blobs;CAPPDELTA10;80737.64;41534662.54;16.21285878;1.003455598;8583.675;4;Rand;1.0;10000;2.0;21
blobs;CAPPDELTA10;64522.85;74172223.11;15.78860107;0.993368265;11089.1;5;Rand;1.0;10000;2.0;21
blobs;CAPPDELTA10;80212.625;96892073.42;17.73408603;1.002478715;12661.44;6;Rand;1.0;10000;2.0;21
blobs;CAPPDELTA10;75718.245;109313801.6;17.42223696;0.996730025;13476.505;7;Rand;1.0;10000;2.0;21
blobs;CAPPDELTA10;133436.905;124898642.1;18.30177699;0.99845068;14596.03;8;Rand;1.0;10000;2.0;21
blobs;CAPPDELTA10;163775.705;139718871.6;18.07986138;1.005632671;15875.22;9;Rand;1.0;10000;2.0;21
blobs;CAPPDELTA10;250421.79;155393435.7;18.09442766;0.999917508;17286.28;10;Rand;1.0;10000;2.0;21
blobs;CAPPDELTA15;74098.08;3349736.635;13.03839985;1.005246495;3059.645;2;Rand;1.5;10000;2.0;21
blobs;CAPPDELTA15;36108.34;5526662.495;14.33329393;0.982537198;3512.34;3;Rand;1.5;10000;2.0;21
blobs;CAPPDELTA15;51819.235;9898127.095;16.13412746;0.998624718;4444.855;4;Rand;1.5;10000;2.0;21
blobs;CAPPDELTA15;35924.185;19226764.19;15.97472244;1.005179866;5769.505;5;Rand;1.5;10000;2.0;21
blobs;CAPPDELTA15;42315.855;35722572.1;17.73099054;1.002865861;7687.38;6;Rand;1.5;10000;2.0;21
blobs;CAPPDELTA15;34571.905;56113911.79;17.3276166;0.991382042;9444.25;7;Rand;1.5;10000;2.0;21
blobs;CAPPDELTA15;57502.255;79160808.09;18.30653313;0.998695873;11082.14;8;Rand;1.5;10000;2.0;21
blobs;CAPPDELTA15;58298.395;91831078.86;17.8619829;0.993504437;11906.235;9;Rand;1.5;10000;2.0;21
blobs;CAPPDELTA15;96749.93;101330853.2;18.15069584;1.002978876;12533.415;10;Rand;1.5;10000;2.0;21
blobs;CAPPDELTA20;69245.525;2336858.495;12.10333818;0.933009949;2415.82;2;Rand;2.0;10000;2.0;21
blobs;CAPPDELTA20;33123.385;2609626.04;13.97053635;0.957642765;2390.14;3;Rand;2.0;10000;2.0;21
blobs;CAPPDELTA20;42188.975;3659822.64;15.26491168;0.945065805;2851.385;4;Rand;2.0;10000;2.0;21
blobs;CAPPDELTA20;28179.365;4775469.52;15.79030043;0.993552599;3006.305;5;Rand;2.0;10000;2.0;21
blobs;CAPPDELTA20;29688.16;6653123.48;17.81694803;1.007778382;3454.965;6;Rand;2.0;10000;2.0;21
blobs;CAPPDELTA20;24535.96;11989189.48;17.67018332;1.011019459;4455.63;7;Rand;2.0;10000;2.0;21
blobs;CAPPDELTA20;30866.395;17127703.75;17.13500236;0.934787871;5222.065;8;Rand;2.0;10000;2.0;21
blobs;CAPPDELTA20;29843.05;28318359.51;17.55541783;0.976721754;6605.115;9;Rand;2.0;10000;2.0;21
blobs;CAPPDELTA20;40119.225;43501344.04;18.29525064;1.011013014;8154.915;10;Rand;2.0;10000;2.0;21
blobs;CHEN;12884.93;71630577534.0;14.2812534;1.0;20000.0;5;Rand;0.0;20000;2.0;21
blobs;CHEN;12561.13;71021512301.0;17.03229348;1.0;20000.0;10;Rand;0.0;20000;2.0;21
blobs;CHEN;7781.485;84643935082.0;19.02631268;1.0;20000.0;15;Rand;0.0;20000;2.0;21
blobs;CHEN;9387.565;71531537526.0;21.28006928;1.0;20000.0;20;Rand;0.0;20000;2.0;21
blobs;CHEN;9134.38;74443954194.0;22.08578023;1.0;20000.0;25;Rand;0.0;20000;2.0;21
blobs;CHEN;11048.925;73563982131.0;23.37178023;1.0;20000.0;30;Rand;0.0;20000;2.0;21
blobs;CHEN;11413.165;74345227311.0;24.86477979;1.0;20000.0;35;Rand;0.0;20000;2.0;21
blobs;CHEN;10557.92;77462656113.0;25.97733079;1.0;20000.0;40;Rand;0.0;20000;2.0;21
blobs;CHEN;10188.145;79831914818.0;28.3742836;1.0;20000.0;45;Rand;0.0;20000;2.0;21
blobs;CHEN;12915.15;83396149644.0;27.81999918;1.0;20000.0;50;Rand;0.0;20000;2.0;21
blobs;PELLCAPP_CHEN;5693667.615;67622939535.0;14.2812534;1.0;122241.09;5;Rand;;20000;2.0;21
blobs;PELLCAPP_CHEN;7460961.0;68232707252.0;17.03229348;1.0;146835.0;10;Rand;;20000;2.0;21
blobs;PELLCAPP_CHEN;9620260.545;69869287155.0;19.02631268;1.0;127687.395;15;Rand;;20000;2.0;21
blobs;PELLCAPP_CHEN;7261762.325;69958658925.0;21.28006928;1.0;126651.68;20;Rand;;20000;2.0;21
blobs;PELLCAPP_CHEN;7598261.07;70702863055.0;22.08578023;1.0;128189.66;25;Rand;;20000;2.0;21
blobs;PELLCAPP_CHEN;7713443.965;71778598919.0;23.37178023;1.0;134568.705;30;Rand;;20000;2.0;21
blobs;PELLCAPP_CHEN;8113362.16;73147967939.0;24.86477979;1.0;141610.915;35;Rand;;20000;2.0;21
blobs;PELLCAPP_CHEN;9500455.41;75566601801.0;25.97733079;1.0;144426.765;40;Rand;;20000;2.0;21
blobs;PELLCAPP_CHEN;11046471.79;76261550650.0;28.3742836;1.0;147416.53;45;Rand;;20000;2.0;21
blobs;PELLCAPP_CHEN;12582515.32;80292031474.0;27.81999918;1.0;151505.36;50;Rand;;20000;2.0;21
blobs;PELLCAPPDELTA05_CHEN;921715.5;65066576279.0;12.89928743;0.905023815;32715.4;5;Rand;0.5;20000;2.0;21
blobs;PELLCAPPDELTA05_CHEN;2996706.825;68176377960.0;17.05073741;1.001125955;62273.155;10;Rand;0.5;20000;2.0;21
blobs;PELLCAPPDELTA05_CHEN;2169362.38;69228274600.0;17.63114768;0.929017973;38429.145;15;Rand;0.5;20000;2.0;21
blobs;PELLCAPPDELTA05_CHEN;2806059.36;70290620241.0;19.133014;0.901082098;41717.85;20;Rand;0.5;20000;2.0;21
blobs;PELLCAPPDELTA05_CHEN;3075898.31;70699560304.0;22.09079219;1.000270604;43095.11;25;Rand;0.5;20000;2.0;21
blobs;PELLCAPPDELTA05_CHEN;3191044.07;71732552943.0;23.37178023;1.0;42597.3;30;Rand;0.5;20000;2.0;21
blobs;PELLCAPPDELTA05_CHEN;3340239.24;73000364695.0;24.86477979;1.0;43607.16;35;Rand;0.5;20000;2.0;21
blobs;PELLCAPPDELTA05_CHEN;4035850.695;75351048383.0;25.97733079;1.0;45258.64;40;Rand;0.5;20000;2.0;21
blobs;PELLCAPPDELTA05_CHEN;4919719.01;76065321532.0;28.3742836;1.0;49023.695;45;Rand;0.5;20000;2.0;21
blobs;PELLCAPPDELTA05_CHEN;5338628.435;80165249767.0;27.81999918;1.0;54923.89;50;Rand;0.5;20000;2.0;21
blobs;PELLCAPPDELTA10_CHEN;243309.12;30351300663.0;13.93206495;0.978109671;16347.585;5;Rand;1.0;20000;2.0;21
blobs;PELLCAPPDELTA10_CHEN;1317213.04;67881213729.0;15.71866772;0.923855264;30685.225;10;Rand;1.0;20000;2.0;21
blobs;PELLCAPPDELTA10_CHEN;807922.955;921695514.2;18.86423656;0.994312783;12727.86;15;Rand;1.0;20000;2.0;21
blobs;PELLCAPPDELTA10_CHEN;429011.285;7734865072.0;21.15009825;0.995647148;12192.565;20;Rand;1.0;20000;2.0;21
blobs;PELLCAPPDELTA10_CHEN;378449.16;49900233010.0;22.08541076;1.000572904;20984.21;25;Rand;1.0;20000;2.0;21
blobs;PELLCAPPDELTA10_CHEN;572826.71;65376857408.0;22.97370387;0.98352277;23628.77;30;Rand;1.0;20000;2.0;21
blobs;PELLCAPPDELTA10_CHEN;1107102.825;70718314095.0;23.38033803;0.940884431;26731.715;35;Rand;1.0;20000;2.0;21
blobs;PELLCAPPDELTA10_CHEN;2128351.99;74273998903.0;25.54368795;0.983361675;31437.405;40;Rand;1.0;20000;2.0;21
blobs;PELLCAPPDELTA10_CHEN;3923262.975;76651194521.0;26.78523042;0.945741456;36632.63;45;Rand;1.0;20000;2.0;21
blobs;PELLCAPPDELTA10_CHEN;5001665.32;79786806423.0;27.41958152;0.985994447;39864.52;50;Rand;1.0;20000;2.0;21
blobs;PELLCAPPDELTA15_CHEN;124019.155;3784290505.0;14.41550782;1.01191101;6833.11;5;Rand;1.5;20000;2.0;21
blobs;PELLCAPPDELTA15_CHEN;398733.47;59627586794.0;16.02656101;0.94210944;22476.11;10;Rand;1.5;20000;2.0;21
blobs;PELLCAPPDELTA15_CHEN;346982.095;35313548.54;19.49548881;1.027649489;8008.555;15;Rand;1.5;20000;2.0;21
blobs;PELLCAPPDELTA15_CHEN;318351.335;47069651.99;21.49506315;1.01235674;4923.64;20;Rand;1.5;20000;2.0;21
blobs;PELLCAPPDELTA15_CHEN;197909.68;58422564.94;22.50407098;1.019700846;3272.075;25;Rand;1.5;20000;2.0;21
blobs;PELLCAPPDELTA15_CHEN;112143.925;128872971.6;23.70304833;1.014557294;2596.3;30;Rand;1.5;20000;2.0;21
blobs;PELLCAPPDELTA15_CHEN;118144.2;548389327.3;24.62911705;0.991315352;3604.16;35;Rand;1.5;20000;2.0;21
blobs;PELLCAPPDELTA15_CHEN;134384.385;1990735900.0;26.4862413;1.02051721;5255.64;40;Rand;1.5;20000;2.0;21
blobs;PELLCAPPDELTA15_CHEN;222267.4;8765778342.0;27.37578893;0.966659079;9020.695;45;Rand;1.5;20000;2.0;21
blobs;PELLCAPPDELTA15_CHEN;320175.435;30023959144.0;27.58400738;0.992402405;14920.89;50;Rand;1.5;20000;2.0;21
blobs;PELLCAPPDELTA20_CHEN;83737.275;460334559.2;14.72730448;1.033869232;3212.57;5;Rand;2.0;20000;2.0;21
blobs;PELLCAPPDELTA20_CHEN;168305.535;11906362984.0;16.56929852;0.973719845;10738.195;10;Rand;2.0;20000;2.0;21
blobs;PELLCAPPDELTA20_CHEN;135043.56;35294606.31;19.49548881;1.027649489;6575.795;15;Rand;2.0;20000;2.0;21
blobs;PELLCAPPDELTA20_CHEN;197055.17;37686570.08;21.49506315;1.01235674;4128.225;20;Rand;2.0;20000;2.0;21
blobs;PELLCAPPDELTA20_CHEN;138554.91;41191643.24;22.49829665;1.019456444;2833.625;25;Rand;2.0;20000;2.0;21
blobs;PELLCAPPDELTA20_CHEN;81416.63;43947970.08;23.34832659;0.999405474;1812.575;30;Rand;2.0;20000;2.0;21
blobs;PELLCAPPDELTA20_CHEN;78794.26;45066675.35;23.89228159;0.961569057;1855.58;35;Rand;2.0;20000;2.0;21
blobs;PELLCAPPDELTA20_CHEN;82048.16;54547823.33;27.18228091;1.047641074;1908.4;40;Rand;2.0;20000;2.0;21
blobs;PELLCAPPDELTA20_CHEN;92032.275;53255818.88;26.57335164;0.938519444;1941.09;45;Rand;2.0;20000;2.0;21
blobs;PELLCAPPDELTA20_CHEN;99255.445;62416826.07;27.18798151;0.978174101;2104.925;50;Rand;2.0;20000;2.0;21
covtype;CHEN;9870.76;19866749295.0;1815.24551;1.01393379;10000.0;54;Rand;0.0;10000;2.0;14
covtype;CHEN;11195.08;92794133140.0;1822.930567;1.00145563;20000.0;54;Rand;0.0;20000;2.0;14
covtype;CHEN;11859.755;432491000000.0;1830.100037;1.00113194;30000.0;54;Rand;0.0;30000;2.0;14
covtype;JONES;4367.64;164958297.6;1790.299854;1.0;10000.0;54;Rand;0.0;10000;2.0;14
covtype;JONES;5739.285;992204133.2;1820.280919;1.0;20000.0;54;Rand;0.0;20000;2.0;14
covtype;JONES;12598.275;2939986823.0;1828.030823;1.0;30000.0;54;Rand;0.0;30000;2.0;14
covtype;JONES;14280.935;6013725733.0;1831.236143;1.0;40000.0;54;Rand;0.0;40000;2.0;14
covtype;JONES;12968.16;8937517370.0;1839.729399;1.0;50000.0;54;Rand;0.0;50000;2.0;14
covtype;JONES;14065.85;9898415851.0;1839.773237;1.0;60000.0;54;Rand;0.0;60000;2.0;14
covtype;JONES;14167.71;12326131598.0;1844.08216;1.0;70000.0;54;Rand;0.0;70000;2.0;14
covtype;JONES;14430.74;16619841519.0;1848.175857;1.0;80000.0;54;Rand;0.0;80000;2.0;14
covtype;JONES;13743.76;28056887045.0;1849.716434;1.0;90000.0;54;Rand;0.0;90000;2.0;14
covtype;JONES;11573.93;31861595001.0;1851.311953;1.0;100000.0;54;Rand;0.0;100000;2.0;14
covtype;JONES;11554.255;160117000000.0;1859.407085;1.0;200000.0;54;Rand;0.0;200000;2.0;14
covtype;PELLCAPPDELTA05;100532.185;14223804.26;1817.905933;1.017161674;5751.845;54;Rand;0.5;10000;2.0;14
covtype;PELLCAPPDELTA05;97184.185;17753255.86;1828.526353;1.006895327;5551.435;54;Rand;0.5;20000;2.0;14
covtype;PELLCAPPDELTA05;180300.825;19576229.12;1799.691194;0.986540582;5659.1;54;Rand;0.5;30000;2.0;14
covtype;PELLCAPPDELTA05;172408.045;20778083.25;1790.082187;0.97975012;5589.175;54;Rand;0.5;40000;2.0;14
covtype;PELLCAPPDELTA05;148828.81;21220467.83;1806.311075;0.983912617;5121.84;54;Rand;0.5;50000;2.0;14
covtype;PELLCAPPDELTA05;217921.625;21736624.48;1835.77466;0.999921197;6744.785;54;Rand;0.5;60000;2.0;14
covtype;PELLCAPPDELTA05;241563.02;22289876.48;1879.830743;1.021628829;6391.675;54;Rand;0.5;70000;2.0;14
covtype;PELLCAPPDELTA05;319345.33;23013822.19;1768.04282;0.958722706;7271.16;54;Rand;0.5;80000;2.0;14
covtype;PELLCAPPDELTA05;251078.99;23616720.34;1892.017277;1.024964099;6115.24;54;Rand;0.5;90000;2.0;14
covtype;PELLCAPPDELTA05;221948.56;24072387.88;1810.810489;0.980136145;5703.795;54;Rand;0.5;100000;2.0;14
covtype;PELLCAPPDELTA05;328855.81;25968537.55;1902.0625;1.025378505;6288.855;54;Rand;0.5;200000;2.0;14
covtype;PELLCAPPDELTA05;612428.91;28004358.03;1757.489891;1.0;7697.975;54;Rand;0.5;500000;2.0;14
covtype;CAPPDELTA05;256260.0352;15383077.94;1817.858634;1.017161674;5879.326633;54;Rand;0.5;10000;2.0;14
covtype;CAPPDELTA05;179875.7487;18747138.49;1828.772036;1.006895327;5678.447236;54;Rand;0.5;20000;2.0;14
covtype;CAPPDELTA05;195857.3166;20493571.85;1799.739372;0.986540582;5783.145729;54;Rand;0.5;30000;2.0;14
covtype;CAPPDELTA05;196538.1407;21688973.32;1790.092585;0.97975012;5710.738693;54;Rand;0.5;40000;2.0;14
covtype;CAPPDELTA05;180965.392;21770602.36;1806.572372;0.983912617;5241.879397;54;Rand;0.5;50000;2.0;14
covtype;CAPPDELTA05;330811.3417;22594568.05;1835.702549;0.999921197;6863.567839;54;Rand;0.5;60000;2.0;14
covtype;CAPPDELTA05;313027.7739;22826082.05;1879.727265;1.021628829;6523.080402;54;Rand;0.5;70000;2.0;14
covtype;CAPPDELTA05;385826.7186;23396897.1;1767.809241;0.958722706;7397.924623;54;Rand;0.5;80000;2.0;14
covtype;CAPPDELTA05;243111.8744;24062391.1;1891.909202;1.024964099;6233.165829;54;Rand;0.5;90000;2.0;14
covtype;CAPPDELTA05;245399.6985;24436590.63;1810.822747;0.980136145;5822.246231;54;Rand;0.5;100000;2.0;14
covtype;CAPPDELTA05;308489.7688;26954565.1;1901.424662;1.025378505;6419.477387;54;Rand;0.5;200000;2.0;14
covtype;CAPPDELTA05;608526.1658;29222204.94;1757.22787;1.0;7819.959799;54;Rand;0.5;500000;2.0;14
higgs;CHEN;5344.615;15857026663.0;6.912918993;1.087862;10000.0;7;Rand;0.0;10000;2.0;4
higgs;CHEN;5073.58;66665671038.0;6.581226682;0.960798426;20000.0;7;Rand;0.0;20000;2.0;4
higgs;CHEN;5143.455;164618000000.0;6.634092443;0.952236203;30000.0;7;Rand;0.0;30000;2.0;4
higgs;JONES;3213.35;133544295.2;6.354591869;1.0;10000.0;7;Rand;0.0;10000;2.0;4
higgs;JONES;3550.515;687362812.7;6.849747569;1.0;20000.0;7;Rand;0.0;20000;2.0;4
higgs;JONES;3536.94;1002886552.0;6.966855932;1.0;30000.0;7;Rand;0.0;30000;2.0;4
higgs;JONES;2660.85;2675340337.0;6.967520358;1.0;40000.0;7;Rand;0.0;40000;2.0;4
higgs;JONES;4143.755;3706263574.0;7.843581767;1.0;50000.0;7;Rand;0.0;50000;2.0;4
higgs;JONES;3690.675;5690293960.0;9.03687573;1.0;60000.0;7;Rand;0.0;60000;2.0;4
higgs;JONES;3598.07;7349411782.0;8.991403615;1.0;70000.0;7;Rand;0.0;70000;2.0;4
higgs;JONES;4930.79;10006259921.0;8.988319006;1.0;80000.0;7;Rand;0.0;80000;2.0;4
higgs;JONES;6326.555;13792480500.0;8.987048099;1.0;90000.0;7;Rand;0.0;90000;2.0;4
higgs;JONES;6675.85;20795191416.0;8.987048099;1.0;100000.0;7;Rand;0.0;100000;2.0;4
higgs;JONES;7522.405;159978000000.0;9.182778777;1.0;200000.0;7;Rand;0.0;200000;2.0;4
higgs;PELLCAPPDELTA05;22682.745;120053.685;5.797079552;0.912840517;1553.265;7;Rand;0.5;10000;2.0;4
higgs;PELLCAPPDELTA05;34614.965;144767.865;5.995818114;0.878032503;1961.265;7;Rand;0.5;20000;2.0;4
higgs;PELLCAPPDELTA05;32935.565;147397.46;6.35688361;0.914159805;2676.845;7;Rand;0.5;30000;2.0;4
higgs;PELLCAPPDELTA05;38470.695;147280.885;6.176539628;0.888245637;2888.315;7;Rand;0.5;40000;2.0;4
higgs;PELLCAPPDELTA05;40171.26;146710.03;7.292808235;0.932709975;3243.775;7;Rand;0.5;50000;2.0;4
higgs;PELLCAPPDELTA05;38092.23;172494.415;7.608928005;0.843916157;1902.96;7;Rand;0.5;60000;2.0;4
higgs;PELLCAPPDELTA05;77687.63;170421.55;8.838728451;0.983628626;1876.085;7;Rand;0.5;70000;2.0;4
higgs;PELLCAPPDELTA05;55791.67;196686.125;8.464940711;0.942303227;2526.005;7;Rand;0.5;80000;2.0;4
higgs;PELLCAPPDELTA05;58993.51;200574.515;8.74148291;0.973347284;2868.295;7;Rand;0.5;90000;2.0;4
higgs;PELLCAPPDELTA05;68087.485;225989.11;8.441911263;0.940020999;2976.63;7;Rand;0.5;100000;2.0;4
higgs;PELLCAPPDELTA05;100846.055;256960.895;7.967003912;0.869038755;3025.74;7;Rand;0.5;200000;2.0;4
higgs;PELLCAPPDELTA05;98506.395;390453.795;10.74865336;1.0;1511.04;7;Rand;0.5;500000;2.0;4
higgs;CAPPDELTA05;39493.69;131927.03;5.797079552;0.912840517;1556.49;7;Rand;0.5;10000;2.0;4
higgs;CAPPDELTA05;67956.775;149471.0;5.995818114;0.878032503;1956.17;7;Rand;0.5;20000;2.0;4
higgs;CAPPDELTA05;52239.775;155691.675;6.35688361;0.914159805;2670.375;7;Rand;0.5;30000;2.0;4
higgs;CAPPDELTA05;162073.015;170807.59;6.176539628;0.888245637;2882.395;7;Rand;0.5;40000;2.0;4
higgs;CAPPDELTA05;82314.66;167373.62;7.292808235;0.932709975;3237.935;7;Rand;0.5;50000;2.0;4
higgs;CAPPDELTA05;52006.005;186692.015;7.608928005;0.843916157;1897.64;7;Rand;0.5;60000;2.0;4
higgs;CAPPDELTA05;86596.265;196038.595;8.838728451;0.983628626;1866.265;7;Rand;0.5;70000;2.0;4
higgs;CAPPDELTA05;150574.155;219089.775;8.464940711;0.942303227;2514.095;7;Rand;0.5;80000;2.0;4
higgs;CAPPDELTA05;79695.155;185687.985;8.74148291;0.973347284;2855.73;7;Rand;0.5;90000;2.0;4
higgs;CAPPDELTA05;101827.32;202962.92;8.441911263;0.940020999;2964.565;7;Rand;0.5;100000;2.0;4
higgs;CAPPDELTA05;106193.24;280583.69;7.967003912;0.869038755;3014.885;7;Rand;0.5;200000;2.0;4
higgs;CAPPDELTA05;85027.805;417116.73;10.74865336;1.0;1501.2;7;Rand;0.5;500000;2.0;4
phones;CHEN;10499.46;15689677286.0;9.404855031;1.01172743;10000.0;3;Rand;0.0;10000;2.0;14
phones;CHEN;5340.165;71361962424.0;10.49098539;0.990300289;20000.0;3;Rand;0.0;20000;2.0;14
phones;CHEN;5191.395;160358000000.0;10.7276921;0.990236719;30000.0;3;Rand;0.0;30000;2.0;14
phones;JONES;4992.875;191959732.4;9.295838771;1.0;10000.0;3;Rand;0.0;10000;2.0;14
phones;JONES;4245.31;845915025.5;10.59374162;1.0;20000.0;3;Rand;0.0;20000;2.0;14
phones;JONES;4230.765;1543157487.0;10.83346224;1.0;30000.0;3;Rand;0.0;30000;2.0;14
phones;JONES;3425.61;2779180330.0;11.51215115;1.0;40000.0;3;Rand;0.0;40000;2.0;14
phones;JONES;4700.795;4963286766.0;11.54878009;1.0;50000.0;3;Rand;0.0;50000;2.0;14
